"MKZ";"AJvon";"AJbis";"Minimum";"Maximum";"Spannweite";"Steigung";"Korrelationskoeffizient";"Bestimmtheitsmaß";"Netzart";"Anzahl Fehljahre";"Anzahl unvollst. AJ";"Anzahl vollst. AJ";"GRIMM-STRELE";"GWK";"GWK25"
"44406412";1995;1994;NA;NA;NA;NA;NA;NA;"ohne 0";NA;NA;NA;NA;"DESN_VM-1-1";"DESN_VM-1-1"
"44406417";1995;1972;NA;NA;NA;NA;NA;NA;"ohne 0";NA;NA;NA;NA;"DESN_VM-1-1";"DESN_VM-1-1"
"44406418";1995;1974;NA;NA;NA;NA;NA;NA;"ohne 0";NA;NA;NA;NA;"DESN_VM-1-1";"DESN_VM-1-1"
"44406420";1995;1993;NA;NA;NA;NA;NA;NA;"ohne 0";NA;NA;NA;NA;"DESN_VM-1-1";"DESN_VM-1-1"
"44406421";1995;1976;NA;NA;NA;NA;NA;NA;"ohne 0";NA;NA;NA;NA;"DESN_VM-1-1";"DESN_VM-1-1"
"44406432";1995;1977;NA;NA;NA;NA;NA;NA;"ohne 0";NA;NA;NA;NA;"DESN_VM-1-1";"DESN_VM-1-1"
"44406436";1995;2025;83,74;84,87;1,13;-0,0038987;-0,186;0,035;"MENGE 48";"Fehljahre: 2010";1;30;-0,345017699115044;"DESN_VM-1-1";"DESN_VM-1-1"
"44406440";1995;1984;NA;NA;NA;NA;NA;NA;"ohne 0";NA;NA;NA;NA;"DESN_VM-1-1";"DESN_VM-1-1"
"44406441";1995;1984;NA;NA;NA;NA;NA;NA;"ohne 0";NA;NA;NA;NA;"DESN_VM-1-1";"DESN_VM-1-1"
"44406443";1995;1993;NA;NA;NA;NA;NA;NA;"ohne 0";NA;NA;NA;NA;"DESN_VM-1-1";"DESN_VM-1-1"
"44406444";1995;2013;81,28;83,02;1,74;-0,0244329;-0,385;0,149;"ohne 0";"Fehljahre: 2003, 2009/2013";6;13;-1,40418965517241;"DESN_VM-1-1";"DESN_VM-1-1"
"44406446";1995;1974;NA;NA;NA;NA;NA;NA;"ohne 0";NA;NA;NA;NA;"DESN_VM-1-1";"DESN_VM-1-1"
"44406447";1995;1983;NA;NA;NA;NA;NA;NA;"ohne 0";NA;NA;NA;NA;"DESN_VM-1-1";"DESN_VM-1-1"
"44406448";1995;1983;NA;NA;NA;NA;NA;NA;"ohne 0";NA;NA;NA;NA;"DESN_VM-1-1";"DESN_VM-1-1"
"44406449";1995;1983;NA;NA;NA;NA;NA;NA;"ohne 0";NA;NA;NA;NA;"DESN_VM-1-1";"DESN_VM-1-1"
"44406451";1995;1981;NA;NA;NA;NA;NA;NA;"ohne 0";NA;NA;NA;NA;"DESN_VM-1-1";"DESN_VM-1-1"
"44406452";1995;2012;92,93;93,63;0,7;-0,0004667;-0,017;0;"ohne 0";"Fehljahre: 2002, 2012";2;16;-0,0666714285714286;"DESN_VM-1-1";"DESN_VM-1-1"
"44406453";1995;1981;NA;NA;NA;NA;NA;NA;"ohne 0";NA;NA;NA;NA;"DESN_VM-1-1";"DESN_VM-1-1"
"44406454";1995;1991;NA;NA;NA;NA;NA;NA;"ohne 0";NA;NA;NA;NA;"DESN_VM-1-1";"DESN_VM-1-1"
"44406455";1995;2000;91,61;95,57;3,96;-0,2015102;-0,355;0,126;"ohne 0";"Fehljahre: 2000";1;5;-5,08864141414141;"DESN_VM-1-1";"DESN_VM-1-1"
"44406456";1995;1994;NA;NA;NA;NA;NA;NA;"ohne 0";NA;NA;NA;NA;"DESN_VM-1-1";"DESN_VM-1-1"
"44406457";1995;1981;NA;NA;NA;NA;NA;NA;"ohne 0";NA;NA;NA;NA;"DESN_VM-1-1";"DESN_VM-1-1"
"44406474";1995;1965;NA;NA;NA;NA;NA;NA;"ohne 0";NA;NA;NA;NA;"DESN_VM-1-1";"DESN_VM-1-1"
"44406475";1995;1998;100,25;101,45;1,2;-0,197642;-0,731;0,535;"ohne 0";"Fehljahre: 1998";1;3;-16,4701666666667;"DESN_VM-1-1";"DESN_VM-1-1"
"44406476";1995;2000;96,17;97,56;1,39;-0,1732185;-0,782;0,613;"ohne 0";"Fehljahre: 2000";1;5;-12,4617625899281;"DESN_VM-1-1";"DESN_VM-1-1"
"44406477";1995;2025;97,92;101,09;3,17;0,0266931;0,402;0,162;"EZS 24";"Fehljahre:";0;31;0,842053627760252;"DESN_VM-1-1";"DESN_VM-1-1"
"44406479";1995;2000;95,63;96,46;0,83;-0,0101148;-0,084;0,007;"ohne 0";"Fehljahre: 2000";1;5;-1,21865060240964;"DESN_VM-1-1";"DESN_VM-1-1"
"44406480";1995;2025;99,75;102,49;2,74;-0,0038904;-0,068;0,005;"MENGE 24";"Fehljahre:";0;31;-0,141985401459854;"DESN_VM-1-1";"DESN_VM-1-1"
"44406481";1995;2000;98,98;100,37;1,39;-0,1546673;-0,717;0,514;"ohne 0";"Fehljahre: 2000";1;5;-11,1271438848921;"DESN_VM-1-1";"DESN_VM-1-1"
"44406483";1995;2012;95,7;97,36;1,66;-0,0016309;-0,027;0,001;"ohne 0";"Fehljahre: 2012";1;17;-0,0982469879518072;"DESN_VM-1-1";"DESN_VM-1-1"
"44409353";1995;2016;90,38;93,76;3,38;0,1481384;0,886;0,784;"ohne 0";"Fehljahre: 2001/2002, 2016";3;19;4,38279289940828;"DESN_VM-1-1";"DESN_VM-1-1"
"44409355";1995;2000;89,88;90,5;0,62;-0,0218676;-0,188;0,036;"ohne 0";"Fehljahre: 2000";1;5;-3,52703225806452;"DESN_VM-1-1";"DESN_VM-1-1"
"44409360";1995;2000;90,53;91,26;0,73;0,1050867;0,584;0,341;"ohne 0";"Fehljahre: 1995/1996, 2000";3;3;14,3954383561644;"DESN_VM-1-1";"DESN_VM-1-1"
"4440B5658";2008;2011;91,2;91,43;0,23;0,0304008;0,465;0,217;"MENGE_DRITTES 12";"Fehljahre: 2008, 2011";2;2;13,2177391304348;"DESN_VM-1-1";"DESN_VM-1-1"
"4440E1266";2020;2025;88,31;89,3;0,99;0,0475405;0,372;0,139;"UEB 1, EZS 48";"Fehljahre:";0;6;4,80207070707071;"DESN_VM-1-1";"DESN_VM-1-1"
"44410003";2022;2025;92,72;93,85;1,13;0,0655723;0,205;0,042;"UEB 1, MENGE 365";"Fehljahre: 2022/2023";2;2;5,80285840707965;"DESN_VM-1-3";"DESN_VM-1-3"
"44410050";2003;2025;88,86;90,11;1,25;-0,0087315;-0,238;0,057;"HW_S_DS 365";"Fehljahre: 2003/2006";4;19;-0,69852;"DESN_VM-1-2-2";"DESN_VM-1-2-2"
"44410264_1";1995;2018;99,21;100,35;1,14;0,0004993;0,016;0;"ohne 0";"Fehljahre: 2018";1;23;0,0437982456140351;"DESN_VM-1-1";"DESN_VM-1-1"
"44410264_2";1995;2012;97,61;98,81;1,2;0,0298217;0,708;0,502;"ohne 0";"Fehljahre: 2012";1;17;2,48514166666667;"DESN_VM-1-1";"DESN_VM-1-1"
"44410264_3";1995;2009;84,38;100,11;15,73;1,5089119;0,881;0,777;"ohne 0";"Fehljahre: 2001, 2009";2;13;9,59257406230133;"DESN_VM-1-1";"DESN_VM-1-1"
"44410322_1";1995;2025;88,25;89,75;1,5;-0,0174806;-0,565;0,319;"EZS 24";"Fehljahre: 2002";1;30;-1,16537333333333;"DESN_VM-1-2-2";"DESN_VM-1-2-2"
"44410322_2";1995;2025;85,63;90,4;4,77;0,1274914;0,764;0,584;"EZS 24";"Fehljahre: 2009/2011";3;28;2,67277568134172;"DESN_VM-1-2-2";"DESN_VM-1-2-2"
"44410348";1995;2000;86,86;87,52;0,66;0,0106351;0,112;0,013;"ohne 0";"Fehljahre: 2000";1;5;1,61137878787879;"DESN_VM-1-2-2";"DESN_VM-1-2-2"
"44410382_1";1995;2025;59,77;96,03;36,26;-0,0166458;-0,08;0,006;"EZS 24";"Fehljahre:";0;31;-0,0459067843353558;"DESN_VM-1-1";"DESN_VM-1-1"
"44410382_2";1995;2022;86,27;91,19;4,92;0,1591444;0,8;0,64;"ohne 0";"Fehljahre: 2022";1;27;3,23464227642276;"DESN_VM-1-1";"DESN_VM-1-1"
"44410506_1";1995;2015;96,54;97,48;0,94;-0,0244124;-0,267;0,072;"ohne 0";"Fehljahre: 2001/2015";15;6;-2,59706382978723;"DESN_VM-1-1";"DESN_VM-1-1"
"44410506_2";1995;2001;81,63;83,34;1,71;0,0714669;0,364;0,133;"ohne 0";"Fehljahre: 2001";1;6;4,17935087719298;"DESN_VM-1-1";"DESN_VM-1-1"
"44410506_4";1995;2001;81,5;83,42;1,92;0,0893486;0,441;0,194;"ohne 0";"Fehljahre: 2001";1;6;4,65357291666667;"DESN_VM-1-1";"DESN_VM-1-1"
"44411766_1";1995;2025;101;102,52;1,52;-0,0275518;-0,672;0,453;"EZS 24";"Fehljahre: 2006";1;30;-1,81261842105263;"DESN_VM-1-1";"DESN_VM-1-1"
"44411766_2";1995;2025;93,32;95,81;2,49;0,0461385;0,689;0,475;"EZS 24";"Fehljahre: 2006";1;30;1,85295180722892;"DESN_VM-1-1";"DESN_VM-1-1"
"44411766_3";1995;2000;92,79;93,89;1,1;0,0334921;0,3;0,09;"ohne 0";"Fehljahre: 2000";1;5;3,04473636363636;"DESN_VM-1-1";"DESN_VM-1-1"
"44416067_1";1995;2012;92,74;95,02;2,28;0,0152081;0,185;0,034;"ohne 0";"Fehljahre: 2012";1;17;0,667021929824561;"DESN_VM-1-1";"DESN_VM-1-1"
"44416067_2";1995;2012;80,1;87,97;7,87;0,541624;0,934;0,872;"ohne 0";"Fehljahre: 2012";1;17;6,88213468869123;"DESN_VM-1-1";"DESN_VM-1-1"
"44416167_1";1995;2001;96,73;97,8;1,07;-0,1439845;-0,96;0,923;"ohne 0";"Fehljahre: 2001";1;6;-13,4564953271028;"DESN_VM-1-1";"DESN_VM-1-1"
"44416167_2";1995;2001;93,51;94,54;1,03;-0,1103718;-0,67;0,449;"ohne 0";"Fehljahre: 2001";1;6;-10,7157087378641;"DESN_VM-1-1";"DESN_VM-1-1"
"44416167_3";1995;2001;79,39;81,57;2,18;0,0748544;0,362;0,131;"ohne 0";"Fehljahre: 2000/2001";2;5;3,4336880733945;"DESN_VM-1-1";"DESN_VM-1-1"
"44416268_1";1995;2000;87,85;89,04;1,19;-0,092357;-0,477;0,228;"ohne 0";"Fehljahre: 2000";1;5;-7,76109243697479;"DESN_VM-1-1";"DESN_VM-1-1"
"44416268_2";1995;2012;80,02;87,87;7,85;0,4747317;0,923;0,851;"ohne 0";"Fehljahre: 2012";1;17;6,04753757961783;"DESN_VM-1-1";"DESN_VM-1-1"
"44416468_1";1995;2025;86,93;89,05;2,12;-0,0157376;-0,399;0,16;"EZS 24";"Fehljahre:";0;31;-0,742339622641509;"DESN_VM-1-2-2";"DESN_VM-1-2-2"
"44416468_2";1995;2025;79,82;87,76;7,94;0,1810649;0,739;0,546;"EZS 24";"Fehljahre:";0;31;2,28041435768262;"DESN_VM-1-2-2";"DESN_VM-1-2-2"
"44416471";1995;1965;NA;NA;NA;NA;NA;NA;"ohne 0";NA;NA;NA;NA;"DESN_VM-1-1";"DESN_VM-1-1"
"44416479";1995;1965;NA;NA;NA;NA;NA;NA;"ohne 0";NA;NA;NA;NA;"DESN_VM-1-1";"DESN_VM-1-1"
"44416480";1995;1973;NA;NA;NA;NA;NA;NA;"ohne 0";NA;NA;NA;NA;"DESN_VM-1-1";"DESN_VM-1-1"
"44416481";1995;1973;NA;NA;NA;NA;NA;NA;"ohne 0";NA;NA;NA;NA;"DESN_VM-1-1";"DESN_VM-1-1"
"44416482";1995;1973;NA;NA;NA;NA;NA;NA;"ohne 0";NA;NA;NA;NA;"DESN_VM-1-1";"DESN_VM-1-1"
"44416483";1995;1973;NA;NA;NA;NA;NA;NA;"ohne 0";NA;NA;NA;NA;"DESN_VM-1-1";"DESN_VM-1-1"
"44416484";1995;1978;NA;NA;NA;NA;NA;NA;"ohne 0";NA;NA;NA;NA;"DESN_VM-1-1";"DESN_VM-1-1"
"44416485";1995;2025;86,17;87,55;1,38;-0,0175411;-0,597;0,357;"EZS 24";"Fehljahre: 2003";1;30;-1,27109420289855;"DESN_VM-1-2-2";"DESN_VM-1-2-2"
"44416486";1995;1983;NA;NA;NA;NA;NA;NA;"ohne 0";NA;NA;NA;NA;"DESN_VM-1-2-2";"DESN_VM-1-2-2"
"44416488";1995;1980;NA;NA;NA;NA;NA;NA;"ohne 0";NA;NA;NA;NA;"DESN_VM-1-2-2";"DESN_VM-1-2-2"
"44416492";1995;1979;NA;NA;NA;NA;NA;NA;"ohne 0";NA;NA;NA;NA;"DESN_VM-1-2-2";"DESN_VM-1-2-2"
"44416493";1995;2025;84,54;89,76;5,22;-0,0016653;-0,035;0,001;"MENGE 48";"Fehljahre: 2018/2021";4;27;-0,0319022988505747;"DESN_VM-1-2-2";"DESN_VM-1-2-2"
"44416494";1995;1975;NA;NA;NA;NA;NA;NA;"ohne 0";NA;NA;NA;NA;"DESN_VM-1-2-2";"DESN_VM-1-2-2"
"44416497";1995;1975;NA;NA;NA;NA;NA;NA;"ohne 0";NA;NA;NA;NA;"DESN_VM-1-2-2";"DESN_VM-1-2-2"
"44416498";1995;1975;NA;NA;NA;NA;NA;NA;"ohne 0";NA;NA;NA;NA;"DESN_VM-1-2-2";"DESN_VM-1-2-2"
"44416501";1995;1984;NA;NA;NA;NA;NA;NA;"ohne 0";NA;NA;NA;NA;"DESN_VM-1-3";"DESN_VM-1-3"
"44416505";1995;1978;NA;NA;NA;NA;NA;NA;"ohne 0";NA;NA;NA;NA;"DESN_VM-1-3";"DESN_VM-1-3"
"44416506";1995;1978;NA;NA;NA;NA;NA;NA;"ohne 0";NA;NA;NA;NA;"DESN_VM-1-3";"DESN_VM-1-3"
"44416510";1995;2021;89,9;91,79;1,89;0,0034947;0,079;0,006;"ohne 0";"Fehljahre: 2012, 2020/2021";3;24;0,184904761904762;"DESN_VM-1-2-2";"DESN_VM-1-2-2"
"44416517";1995;2025;89,31;91,31;2;-0,0194177;-0,372;0,139;"MENGE 24";"Fehljahre: 2010, 2015, 2017, 2025";4;27;-0,970885;"DESN_VM-1-2-2";"DESN_VM-1-2-2"
"44416518";1995;2013;96,77;97,22;0,45;-0,0134957;-0,249;0,062;"ohne 0";"Fehljahre: 2000/2013";14;5;-2,99904444444444;"DESN_VM-1-2-2";"DESN_VM-1-2-2"
"44416531";1995;1997;95,6;96,31;0,71;-0,2615876;-0,844;0,713;"ohne 0";"Fehljahre: 1997";1;2;-36,843323943662;"DESN_VM-1-2-2";"DESN_VM-1-2-2"
"44416532";1995;1971;NA;NA;NA;NA;NA;NA;"ohne 0";NA;NA;NA;NA;"DESN_VM-1-2-2";"DESN_VM-1-2-2"
"44416533";1995;1982;NA;NA;NA;NA;NA;NA;"ohne 0";NA;NA;NA;NA;"DESN_VM-1-2-2";"DESN_VM-1-2-2"
"44416534";1995;2025;92,99;94,61;1,62;-0,0102551;-0,32;0,103;"HW_S_DS 365";"Fehljahre:";0;31;-0,633030864197531;"DESN_VM-1-2-2";"DESN_VM-1-2-2"
"44416535";1995;1982;NA;NA;NA;NA;NA;NA;"ohne 0";NA;NA;NA;NA;"DESN_VM-1-2-2";"DESN_VM-1-2-2"
"44416536";1995;1976;NA;NA;NA;NA;NA;NA;"ohne 0";NA;NA;NA;NA;"DESN_VM-1-2-2";"DESN_VM-1-2-2"
"44416541";1995;1969;NA;NA;NA;NA;NA;NA;"ohne 0";NA;NA;NA;NA;"DESN_VM-1-2-2";"DESN_VM-1-2-2"
"44416542";1995;1969;NA;NA;NA;NA;NA;NA;"ohne 0";NA;NA;NA;NA;"DESN_VM-1-2-2";"DESN_VM-1-2-2"
"44416543";1995;1969;NA;NA;NA;NA;NA;NA;"ohne 0";NA;NA;NA;NA;"DESN_VM-1-2-2";"DESN_VM-1-2-2"
"44416548";1995;1991;NA;NA;NA;NA;NA;NA;"ohne 0";NA;NA;NA;NA;"DESN_VM-1-2-2";"DESN_VM-1-2-2"
"44416549";1995;1985;NA;NA;NA;NA;NA;NA;"ohne 0";NA;NA;NA;NA;"DESN_VM-1-2-2";"DESN_VM-1-2-2"
"44416551";1995;1983;NA;NA;NA;NA;NA;NA;"ohne 0";NA;NA;NA;NA;"DESN_VM-1-2-2";"DESN_VM-1-2-2"
"44416552";1995;2025;102,52;104,07;1,55;-0,0136863;-0,423;0,179;"MENGE 48";"Fehljahre:";0;31;-0,882987096774194;"DESN_VM-1-1";"DESN_VM-1-1"
"44416553";1995;1988;NA;NA;NA;NA;NA;NA;"ohne 0";NA;NA;NA;NA;"DESN_VM-1-1";"DESN_VM-1-1"
"44416555";1995;2000;102,28;103,01;0,73;-0,0071801;-0,065;0,004;"ohne 0";"Fehljahre: 2000";1;5;-0,983575342465753;"DESN_VM-1-1";"DESN_VM-1-1"
"44416556";1995;2000;102,83;103,93;1,1;-0,0261262;-0,151;0,023;"ohne 0";"Fehljahre: 2000";1;5;-2,37510909090909;"DESN_VM-1-1";"DESN_VM-1-1"
"44416557";1995;2012;99,36;100,54;1,18;0,0076562;0,147;0,022;"ohne 0";"Fehljahre: 2012";1;17;0,648830508474576;"DESN_VM-1-1";"DESN_VM-1-1"
"44416610";1995;2000;86,91;88,3;1,39;-0,0414735;-0,207;0,043;"ohne 0";"Fehljahre: 2000";1;5;-2,98370503597122;"DESN_VM-1-2-2";"DESN_VM-1-2-2"
"4441E0264";1995;2025;99,21;100,64;1,43;0,0132615;0,456;0,208;"MENGE 24, UEB 1";"Fehljahre:";0;31;0,927377622377622;"DESN_VM-1-1";"DESN_VM-1-1"
"4441E6552";2024;2025;99,29;99,77;0,48;-0,246417;-0,76;0,579;"OMD 1, EZS 48";"Fehljahre: 2024";1;1;-51,336875;"DESN_VM-1-1";"DESN_VM-1-1"
"44420002";1996;2012;96,81;98,38;1,57;0,0417054;0,563;0,317;"ohne 0";"Fehljahre: 1996, 2012";2;15;2,6563949044586;"DESN_VM-1-3";"DESN_VM-1-3"
"44420008";2024;2025;94,97;95,52;0,55;-0,1992279;-0,685;0,469;"OMD 1, EZS 365";"Fehljahre: 2024";1;1;-36,2232545454545;"DESN_VM-1-3";"DESN_VM-1-3"
"44424567_1";1995;2025;97,86;99,08;1,22;-0,0029254;-0,123;0,015;"EZS 24";"Fehljahre: 2018";1;30;-0,239786885245902;"DESN_VM-1-3";"DESN_VM-1-3"
"44424567_2";1995;2000;97,74;98,54;0,8;-0,0441338;-0,374;0,14;"ohne 0";"Fehljahre: 2000";1;5;-5,516725;"DESN_VM-1-3";"DESN_VM-1-3"
"44424567_3";1995;2025;95,1;96,51;1,41;0,0105917;0,36;0,13;"EZS 24";"Fehljahre: 2018";1;30;0,751184397163121;"DESN_VM-1-3";"DESN_VM-1-3"
"44424767_1";1995;2025;94,83;96,94;2,11;-0,0197402;-0,492;0,242;"HW_S_DS 365, MENGE 24";"Fehljahre: 2023";1;30;-0,935554502369668;"DESN_VM-1-3";"DESN_VM-1-3"
"44424767_2";1995;2000;95,87;96,23;0,36;-0,0375229;-0,574;0,33;"ohne 0";"Fehljahre: 2000";1;5;-10,4230277777778;"DESN_VM-1-3";"DESN_VM-1-3"
"44424767_3";1995;2025;94,87;96,76;1,89;0,0411003;0,724;0,524;"EZS 24";"Fehljahre:";0;31;2,17461904761905;"DESN_VM-1-3";"DESN_VM-1-3"
"44424767_4";1995;2000;94,5;94,82;0,32;-0,0247426;-0,473;0,224;"ohne 0";"Fehljahre: 2000";1;5;-7,7320625;"DESN_VM-1-3";"DESN_VM-1-3"
"44425367_1";1995;2025;106,65;107,47;0,82;-0,0009983;-0,071;0,005;"MENGE 24";"Fehljahre: 2018";1;30;-0,121743902439024;"DESN_VM-1-3";"DESN_VM-1-3"
"44425367_2";1995;2002;105,44;107,93;2,49;-0,0748426;-0,418;0,175;"ohne 0";"Fehljahre: 2000/2002";3;5;-3,00572690763052;"DESN_VM-1-3";"DESN_VM-1-3"
"44425367_3";1995;2012;102,3;103,4;1,1;0,040366;0,793;0,63;"ohne 0";"Fehljahre: 2012";1;17;3,66963636363636;"DESN_VM-1-3";"DESN_VM-1-3"
"44425367_4";1995;2000;95,24;95,55;0,31;-0,0241123;-0,454;0,207;"ohne 0";"Fehljahre: 2000";1;5;-7,77816129032258;"DESN_VM-1-3";"DESN_VM-1-3"
"44425470";1995;2025;97,35;99,41;2,06;-0,0118635;-0,256;0,066;"MENGE 365";"Fehljahre:";0;31;-0,575898058252427;"DESN_EL-2-1";"DESN_EL-2-1"
"44425471";1995;2009;100,64;101,74;1,1;-0,0572234;-0,833;0,695;"ohne 0";"Fehljahre: 2008/2009";2;13;-5,20212727272727;"DESN_EL-2-1";"DESN_EL-2-1"
"44425476";1995;2015;95,16;96,83;1,67;-0,0026453;-0,049;0,002;"ohne 0";"Fehljahre: 2012/2015";4;17;-0,15840119760479;"DESN_EL-2-1";"DESN_EL-2-1"
"44426530";1995;1997;97,21;97,89;0,68;-0,303455;-0,873;0,763;"ohne 0";"Fehljahre: 1997";1;2;-44,6257352941176;"DESN_VM-1-3";"DESN_VM-1-3"
"44426567";1995;2025;114,96;116,97;2,01;-0,0212174;-0,484;0,234;"EZS 24";"Fehljahre:";0;31;-1,055592039801;"DESN_VM-1-3";"DESN_VM-1-3"
"44426571";1995;1971;NA;NA;NA;NA;NA;NA;"ohne 0";NA;NA;NA;NA;"DESN_VM-1-3";"DESN_VM-1-3"
"44426572";1995;2009;95,25;96,13;0,88;0,0032697;0,076;0,006;"ohne 0";"Fehljahre: 2009";1;14;0,371556818181818;"DESN_VM-1-3";"DESN_VM-1-3"
"44426573";1995;1984;NA;NA;NA;NA;NA;NA;"ohne 0";NA;NA;NA;NA;"DESN_VM-1-3";"DESN_VM-1-3"
"44426574";1995;2012;96,76;97,79;1,03;0,0100476;0,269;0,073;"ohne 0";"Fehljahre: 2012";1;17;0,975495145631068;"DESN_VM-1-3";"DESN_VM-1-3"
"44426575";1995;1983;NA;NA;NA;NA;NA;NA;"ohne 0";NA;NA;NA;NA;"DESN_VM-1-3";"DESN_VM-1-3"
"44426576";1995;1983;NA;NA;NA;NA;NA;NA;"ohne 0";NA;NA;NA;NA;"DESN_VM-1-3";"DESN_VM-1-3"
"44429484";1995;2024;96,99;98,52;1,53;-0,008224;-0,286;0,082;"ohne 0";"Fehljahre: 2023/2024";2;28;-0,537516339869281;"DESN_VM-1-3";"DESN_VM-1-3"
"4442E9484";2023;2025;97,28;98,21;0,93;-0,134941;-0,315;0,1;"EZS 48, UEB 1";"Fehljahre: 2023";1;2;-14,5097849462366;"DESN_VM-1-3";"DESN_VM-1-3"
"44430001";1995;2002;91,92;92,68;0,76;0,0430562;0,434;0,188;"ohne 0";"Fehljahre: 1995/1996";2;6;5,66528947368421;"DESN_EL-2-1";"DESN_EL-2-1"
"44430034_1";2008;2025;86,82;87,86;1,04;-0,0358789;-0,642;0,413;"MENGE 365";"Fehljahre: 2008";1;17;-3,44989423076923;"DESN_EL-2-1";"DESN_EL-2-1"
"44430036";2008;2025;92,61;94,45;1,84;-0,0247217;-0,333;0,111;"EZS 365, OMD 1";"Fehljahre: 2008/2022";15;3;-1,34357065217391;"DESN_EL-2-1";"DESN_EL-2-1"
"44430053";1999;2025;83,46;84,84;1,38;-0,021036;-0,423;0,179;"SONDERB 1, MENGE 48";"Fehljahre: 1999/2008";10;17;-1,52434782608696;"DESN_EL-2-1";"DESN_EL-2-1"
"44430056";2013;2025;94,29;95,96;1,67;0,0142112;0,104;0,011;"OMD 1, HW_S_DS 365";"Fehljahre: 2013/2017";5;8;0,85097005988024;"DESN_EL-2-1";"DESN_EL-2-1"
"44430058";2024;2025;91,95;93,08;1,13;-0,2740843;-0,564;0,319;"OMD 1, EZS 365";"Fehljahre: 2024";1;1;-24,2552477876106;"DESN_EL-2-1";"DESN_EL-2-1"
"44430100";2000;2016;91,89;93,5;1,61;0,046188;0,413;0,171;"ohne 0";"Fehljahre: 2000/2004, 2012/2016";10;7;2,8688198757764;"DESN_EL-2-1";"DESN_EL-2-1"
"44430201";2005;2025;77,05;80,03;2,98;-0,0613962;-0,56;0,315;"HW_S_DS 365";"Fehljahre: 2005/2006";2;19;-2,06027516778523;"DESN_EL-2-1";"DESN_EL-2-1"
"4443E0035";2024;2025;88,86;89,55;0,69;-0,1642729;-0,402;0,162;"OMD 1, EZS 365";"Fehljahre: 2024";1;1;-23,8076666666667;"DESN_EL-2-1";"DESN_EL-2-1"
"44440008";2008;2025;80,3;82,21;1,91;-0,0348516;-0,469;0,221;"EZS 365, OMD 1";"Fehljahre: 2008/2022";15;3;-1,82469109947644;"DESN_EL-2-2";"DESN_EL-2-2-1"
"44440102_1";2005;2025;78,26;81,92;3,66;-0,0345395;-0,266;0,071;"OMD 1, HW_S_DS 365";"Fehljahre: 2005/2006";2;19;-0,94370218579235;"DESN_EL-2-1";"DESN_EL-2-1"
"44440104";2005;2025;76,49;81,15;4,66;-0,0517118;-0,402;0,162;"HW_S_DS 365";"Fehljahre: 2005/2006";2;19;-1,10969527896996;"DESN_EL-2-1";"DESN_EL-2-1"
"44443711";1995;2013;80,31;81,88;1,57;0,01429;0,239;0,057;"ohne 0";"Fehljahre: 2013";1;18;0,910191082802548;"DEBB_SE-4-2";"DEBB_SE-4-2_5304"
"44445022";1999;2025;79,24;82,77;3,53;-0,0363886;-0,403;0,162;"EZS 365, OMD 1";"Fehljahre: 1999";1;26;-1,03083852691218;"DESN_EL-2-2";"DESN_EL-2-2-1"
"44445023";1995;1996;81,4;82,42;1,02;0,2006546;0,268;0,072;"ohne 0";"Fehljahre: 1996";1;1;19,6720196078431;"DESN_EL-2-2";"DESN_EL-2-2-1"
"44445029";1995;1991;NA;NA;NA;NA;NA;NA;"ohne 0";NA;NA;NA;NA;"DESN_EL-2-1";"DESN_EL-2-1"
"44445034";1995;1990;NA;NA;NA;NA;NA;NA;"ohne 0";NA;NA;NA;NA;"DESN_EL-2-1";"DESN_EL-2-1"
"44445035";1995;2025;75,97;79,8;3,83;-0,0344338;-0,399;0,159;"MENGE 24";"Fehljahre:";0;31;-0,899054830287206;"DESN_EL-2-1";"DESN_EL-2-1"
"4444E0009";2021;2025;77,81;78,7;0,89;0,08699;0,321;0,103;"OMD 1, EZS 365";"Fehljahre: 2021/2023";3;2;9,77415730337079;"DESN_EL-2-2";"DESN_EL-2-2-1"
"44450002";2008;2025;82,54;85,23;2,69;-0,0484324;-0,505;0,255;"EZS 365, OMD 1";"Fehljahre: 2008/2022";15;3;-1,80046096654275;"DESN_EL-2-2";"DESN_EL-2-2-1"
"44455479";1995;2010;84,59;86,86;2,27;0,0130259;0,126;0,016;"ohne 0";"Fehljahre: 2010";1;15;0,573828193832599;"DESN_EL-2-2";"DESN_SE-3-7"
"44456206";1995;2010;82,18;83,72;1,54;-0,0046122;-0,062;0,004;"ohne 0";"Fehljahre: 2009/2010";2;14;-0,299493506493506;"DEBB_SE-4-2";"DEBB_SE-4-2_5304"
"44458095";1995;2013;83,77;86,13;2,36;0,0285848;0,312;0,097;"ohne 0";"Fehljahre: 2013";1;18;1,21122033898305;"DEBB_SE-4-2";"DEBB_SE-4-2_5304"
"44503622";1998;2013;80,54;92,79;12,25;0,7457338;0,848;0,719;"ohne 0";"Fehljahre: 2013";1;15;6,08762285714286;"DEBB_SE-4-1";"DEBB_SE-4-1_5301"
"44504216";1998;2013;90,21;92,59;2,38;0,0933585;0,695;0,483;"ohne 0";"Fehljahre: 2004, 2013";2;14;3,92262605042017;"DEBB_SE-4-1";"DEBB_SE-4-1_5301"
"44506001";2001;2013;94,45;98,44;3,99;0,3254377;0,965;0,931;"ohne 0";"Fehljahre: 2001, 2013";2;11;8,15633333333333;"DEBB_SE-4-1";"DEBB_SE-4-1_5301"
